ha sido el único jugador de la historia de nba en promediar un triple-doble a lo largo de una temporada, y está considerado como uno de los mejores y más versátiles jugadores de la historia de la nba.	versátiles	flexibles	rápidos	eficientes	eficaces	poderosos	versatiles	potentes	atrevidos	ingeniosos	fuertes
ha sido un estadio muy utilizado para la práctica del fútbol profesional desde la década de los 50’s hasta la actualidad por los tradicionales cañeros del zacatepec, equipo representativo del estado de morelos por sus logros obtenidos a lo largo de su historia en primera división nacional, segunda división, (antes primera a) ahora liga de ascenso; en la actualidad segunda y tercera división.	representativo	conocido	emblemático	importante	característico	famoso	reconocido	propio	ilustre	muy representativo	de prestigio
hubo heridos y contusos.	contusos	quemaduras	heridos	contusiones	traumatismos	lesiones	lesionados	heridas	contuos	fracturas	molestos
incluido en la "antología breve de poetas andaluces" editada en moguer con motivo del homenaje a juan ramón jiménez (1982).	homenaje	reconocimiento	premio	galardón	distinción	honor	recobramiento	recuerdo	recobrado	tributo	reconocido
la sismicidad de la región de catamarca es frecuente y de intensidad baja, y un silencio sísmico de terremotos medios a graves cada 30 años en áreas aleatorias.	aleatorias	desconocidas	irregulares	ambiguas	aisladas	anormales	diferentes	imprecisas	alternativas	ajenas	indeterminadas
las sociedades modernas, burguesas-conservadoras y burocráticas, se apoyan todas sobre la opresión y el aplastamiento de los individuos, que se vuelven "larvas".	burguesas-conservadoras	capitalistas	antiguas	burocráticas	burguesas	aristocráticas	económicas	sociales	tradicionales	conservadores	empresariales
las sociedades modernas, burguesas-conservadoras y burocráticas, se apoyan todas sobre la opresión y el aplastamiento de los individuos, que se vuelven "larvas".	opresión	represión	marginación	desigualdad	persecución	presión	dominio	segregación	esclavitud	prisión	dominación
las sociedades modernas, burguesas-conservadoras y burocráticas, se apoyan todas sobre la opresión y el aplastamiento de los individuos, que se vuelven "larvas".	larvas	duras	largas	grandes	pequeñas	gruesas	pesadas	desiguales	frágil	antiguas	dura
los jóvenes, que tienen un pasado en un orfanato o de una familia no maravillosa, sobreviven gracias a las aportaciones del señor de los ladrones, que les da objetos de mucho valor, supuestamente robados, que luego intercambian por dinero a un tendero que comercializa antigüedades.	aportaciones	ayudas	donaciones	sumas	apoyos	apoyo	regalías	adiciones	aporte	recursos	regalos
los new england patriots juegan en el suburbio de foxboro, cerca a boston; los jets juegan en east rutherford al norte de nueva jersey; los bills juegan en la villa de orchard park, cerca a la ciudad de buffalo; y los dolphins juegan en miami gardens.	suburbio	barrio	pueblo	vecindario	zona	aldea	condado	ciudad	comunidad	poblado	lugar
luego pasó a engrosar las filas del club deportivo victoria (1996-1998) donde anotó tres goles.	engrosar	aumentar	agregar	sumar	aglutinar	agrandar	añadir	reforzar	engordar	crecer	engrandecer
mokujin despierta siempre cuando el mal acecha al mundo (ogre, unknown, jinpachi mishima, azazel).	acecha	ataca	invade	aterroriza	mata	asusta	aprisiona	acosa	ataques	ataque	agita
partiendo de una historia minimalista y de diálogos rudimentarios, la película recrea una visión de la locura y la irracionalidad humanas que sirve de contrapunto a la riqueza exuberante pero implacable de la selva amazónica.	minimalista	sencilla	simples	basica	básica	modesta	clara	sencillo	común	arcaica	breve
pero entonces, los equipos más importantes de la southwest sufrieron importantes sanciones a lo largo de la década de 1980 por parte de la ncaa por violar las normas de amateurismo.	amateurismo	profesionalismo	competición	entrenamiento	competencia	desconocido	profesional	no profesional	profesionales	equipo profesional	estudiantes
por sus elevaciones destacan los picos de la "muntanya d'ullà" (308 m), el "montgrí" (301 m) y el "montplà" (310,3 m), cercanos a torroella, y la "torre moratxa" (218 m) y "roca maura" (226 m) en la vertiente cercana a estartit.	vertiente	zona	pendiente	parte	territorio	vuelta	montículo	tierra	lado	línea	arista
relieves e inscripciones recordarían para siempre la gesta, presentando al faraón como el héroe que se enfrentó solo a numerosos enemigos y salvó una situación desesperada: ramsés ii ordenó que el boletín de guerra fuese divulgado en los principales templos, de tal manera que se encuentra grabado en los bajorrelieves que adornan las paredes de los templos de abidos, del ramesseum, de karnak y de abu simbel, y en los pilonos de luxor.	gesta	historia	victoria	aventura	acción	heroica	lucha	gloria	acción heroica	batalla	éxito
relieves e inscripciones recordarían para siempre la gesta, presentando al faraón como el héroe que se enfrentó solo a numerosos enemigos y salvó una situación desesperada: ramsés ii ordenó que el boletín de guerra fuese divulgado en los principales templos, de tal manera que se encuentra grabado en los bajorrelieves que adornan las paredes de los templos de abidos, del ramesseum, de karnak y de abu simbel, y en los pilonos de luxor.	bajorrelieves	columnas	relieve	barandilla	bases	esculturas	adornos	pinturas	escudos	murales	grabados
se celebra en el mes de febrero aunque no hay una fecha fija puesto que depende del calendario lunar que rige la celebración de la semana santa y, consecuentemente, la cuaresma, que empieza justo el último día de carnaval: en el miércoles de ceniza.	consecuentemente	consiguientemente	consiguiente	por consiguiente	por	en consecuencia	simultáneamente	a su vez	como consecuencia	proporcionalmente	conjuntamente
se convirtió asesor del supremo juez penal, luego fue delegado en orvieto, viterbo y macerata.	delegado	jefe	director	encargado	asesor	representante	subdelegado	coordinador	delegada	adjunto	administrador
se ha abandonado ya la frontalidad y el estatismo, propios de épocas pasadas, pero la figura se sigue apoyando en ambos pies, a pesar de que el dinamismo comienza a apuntarse.	estatismo	clasicismo	rigidez	estructura	clase	seguridad	estilo	amplitud	estado	antiguo	grupo
shangó es uno de los más populares orishas del panteón yoruba.	panteón	templo	culto	calendario	dios	temple	lugar	palacio	religión	conjunto	altar
sin embargo en 1999 hubo un distanciamiento a perpetuidad entre el "tony pulguita" y la "tía sandra", por lo que el "payasito" cambió de rumbo al tvu en dicho año con otra co-animadora quien lo sigue hasta hoy en día, la "amiguita amy".	co-animadora	colaboradora	compañera	productora	pareja	protectora	ayudante	conductora	colega	auxiliar	coordinadora
strongman super series (serie estupenda del strongman, actualmente conocida como "serie estupenda del hombre más fuerte del mundo") es una secuencia de los mejores acontecimientos y los más destacados competidores en atletismo de fuerza.	acontecimientos	sucesos	hechos	eventos	momentos	suceso	episodios	historias	encuentros	actos	éxitos
su camino hacia una medalla de oro olímpica fue obstaculizado en 1948 y 1952 por el campeón checo emil zátopek.	obstaculizado	bloqueado	dificultado	impedido	interrumpido	limitado	complicado	cortado	barrado	restringido	forzado
su declive comenzó en el siglo iii, debido a que su puerto quedó colmatado como consecuencia de un terremoto.	declive	caída	descenso	decaimiento	caida	deterioro	decadencia	abandono	desplome	decaída	crecimiento
su estilo era alegre y despreocupado, en ocasiones incluso humorístico, como se puede comprobar en la coreografía de "in weitem schwung" o en "tanzfreude".	coreografía	versión	música	presentación	conjunto	obra	interpretación	recopilación	danza	serie	pieza
su irrupción internacional se produjo en 1974, aun con su apellido de soltera, cuando fue parte del equipo de alemania oriental que el 24 de agosto igualó en berlín el récord mundial de los relevos 4x100 metros con 42,6.	irrupción	aparición	llegada	inicio	ascenso	salida	lanzamiento	arribo	reaparición	salto	presentación
un desafortunado día simon lovelace humilló a nathaniel y éste decidió vengarse robándole el amuleto de samarkanda para lo cual invocó a un demonio-genio llamado bartimeo que, para su mala fortuna descubrió su nombre de nacimiento(con lo cual ejercía cierto poder sobre él).	desafortunado	malo	lamentable	mal	desastroso	difícil	desagradable	desfavorable	triste	negativo	raro
un sistema que presenta oscilaciones armónicas con "n" grados de libertad en general tiene elongaciones "xi" o movimientos a lo largo de direcciones independientes de la forma:	oscilaciones	cambios	variaciones	ondulaciones	movimientos	tensiones	corrientes	vibraciones	ondas	oscilación	ruidos
ya como alumna de ballet, gret palucca tenía una visión escéptica de la danza clásica.	escéptica	pesimista	negativa	descontenta	esceptica	crítica	distante	inquieta	preocupada	pessimista	desolada
